,simplex,nn,cfproto
count,20.0,20.0,20.0
mean,0.32106560468673706,0.005297732353210449,60.91351923942566
std,0.040532722172442824,0.001177633817476668,6.36559704449424
min,0.26271939277648926,0.003345012664794922,53.12705111503601
25%,0.28309470415115356,0.0045697689056396484,55.911608159542084
50%,0.31867098808288574,0.005071043968200684,59.23390007019043
75%,0.34302818775177,0.005566060543060303,65.32911443710327
max,0.3942229747772217,0.008015155792236328,74.65862488746643
