,simplex,nn,cfproto
count,20.0,20.0,20.0
mean,0.23289703130722045,0.0016546130180358886,58.585245156288146
std,0.13244361181141848,0.0004470855682430279,10.089138226064941
min,0.06750893592834473,0.0008637905120849609,35.64921307563782
25%,0.12114197015762329,0.0014597773551940918,57.664219200611115
50%,0.18290603160858154,0.0016374588012695312,62.72657358646393
75%,0.35545867681503296,0.0018680691719055176,64.69682812690735
max,0.48388004302978516,0.0025589466094970703,68.99502396583557
