,simplex,nn,cfproto
count,50.0,50.0,50.0
mean,58.18376795977445,65.16804014902131,46.92902146007454
std,15.32480873611841,6.068328059454472,17.105601872891693
min,9.177837180807941,53.85659614583928,0.09674453493337154
25%,55.838002639613094,68.35844743197009,37.871148874039825
50%,65.25294942216428,68.35844743197009,49.86418310607655
75%,68.35844743197009,68.35844743197009,59.53339967915446
max,69.6082350978784,68.35844743197009,70.40806128150452
