,simplex,nn,cfproto
count,50.0,50.0,50.0
mean,0.35146543979644773,0.021714425086975096,64.5487287425995
std,0.09315088285754848,0.002978833041070894,9.706035421733468
min,0.2625269889831543,0.017249107360839844,50.536357164382935
25%,0.2899792194366455,0.019054412841796875,57.26442128419876
50%,0.30840349197387695,0.021498918533325195,61.825155377388
75%,0.42323386669158936,0.02413421869277954,73.58323276042938
max,0.6363232135772705,0.027591228485107422,86.3003499507904
