,simplex,nn,cfproto
count,50.0,50.0,50.0
mean,0.08110842511996452,0.001669132780025393,45.71281787226003
std,0.018215880177232222,0.0004333872963753379,5.564354731055302
min,0.04975243499984572,0.0009753790000104345,34.878536036999776
25%,0.07584185400003207,0.0013170652498502022,40.84049585975015
50%,0.08208428399984768,0.0016911194995827827,47.013552727500155
75%,0.08937550125006055,0.0019097727501957706,48.19303753600002
max,0.13793101900000693,0.002672341000106826,57.785452953000004
